1.963871695792132055e+00,2.652737476997891530e+00
-3.226781865673574723e-01,3.746253709395165110e+00
4.355392760422021503e+00,-9.677628351609434132e-01
5.825199633330715443e+00,-3.368633235659019842e-01
5.469127374648572903e+00,6.386008479911390978e+00
3.777052067506247557e+00,1.187684092568996208e+00
6.269451991560748283e+00,4.582011311216514393e+00
-1.856307411576400668e+00,2.812417059902986516e+00
-5.345778980553795856e-01,3.393025591244876793e+00
5.853807632301928798e+00,6.929489428503041282e+00
2.432659166192239208e+00,3.434147730229325735e+00
5.590206542359346997e+00,4.945275775913540173e+00
1.050204607036380411e+00,4.162090952058544957e+00
1.864199624524754961e-01,5.326792596033240734e+00
4.664141449152886310e+00,4.874569299145116830e+00
5.055293900831602016e+00,6.460654871493891171e+00
4.148471369897843708e+00,-1.394903864958770612e+00
5.966435298735828674e+00,5.530120387275427873e+00
4.383957165764611474e+00,6.213927401782332716e+00
-1.246614636004861110e+00,4.096598125716304217e+00
4.965954826651017839e+00,6.507149626660920561e+00
-1.546006178300055822e+00,4.761558434445582577e+00
5.011917552290282574e-01,2.485558213879254907e+00
6.768761176311848260e+00,4.641161886838786721e+00
3.298154648183228288e-02,2.314655203799485861e+00
3.734729288464344599e+00,2.179829365399585495e+00
4.713184221589534317e+00,-4.915049995125025939e-01
6.198617524072433049e+00,5.630338780240637497e+00
7.532253151780997635e-01,3.810779651321849038e+00
6.868636316432905176e+00,7.607273661987161262e+00
7.507234002941483908e+00,5.212635547634762112e+00
2.700032906885091677e+00,1.446094918183144618e+00
5.183323331891492636e+00,6.603193439150474298e+00
4.048601267392295533e+00,1.212279900765020013e+00
1.225188127293912466e-01,4.885814074954759612e+00
3.250885117015560599e+00,-2.537357061150082860e+00
4.691099985797564820e+00,1.204846986847373930e-01
5.864975569780811249e+00,5.747398009251174500e+00
5.968900624555113943e+00,5.759862340756521704e+00
-1.116542495448410860e-01,3.193371841505581177e+00
5.993632357279961909e+00,4.051480890989702210e+00
4.830429081824897608e+00,2.827523894535777585e-02
1.362548818521304606e+00,4.720364699994512137e+00
6.066306080390305056e+00,5.173341421754972025e+00
5.324049937327811399e+00,1.040888507662552032e+00
6.361791894423629579e+00,6.420246350171478156e+00
4.431457127108516580e+00,1.767336154172399310e+00
3.878967318086849581e+00,-9.848994734054726530e-02
5.797252865736028049e+00,5.575624323076756816e+00
7.422157265409530247e+00,4.996392861560762455e+00
5.729749404381426769e-01,4.300162385177697111e+00
3.039583742065040450e+00,1.061873958020988162e+00
4.359268728962398143e+00,-2.210967255887440253e+00
-1.108488891279460486e-01,4.334074814897367567e+00
-1.353143824069453549e+00,4.776035778699917245e+00
2.903825173139213511e+00,7.712304063664159326e-01
5.238711936529627522e+00,5.169502170601093738e+00
4.276147215750543573e+00,7.380487602466162533e-01
-2.823562200012053047e-01,5.465953904851497569e+00
-2.214158988305644782e-01,5.073034547688992646e+00
3.789451388792721212e-03,4.294563939588196710e+00
3.986410571527029933e+00,-2.436543210067167120e+00
4.400713531540187518e+00,9.349047002403426676e-01
4.336114107643771476e+00,1.971576457362598234e+00
2.743734352455858616e+00,8.382235106826261273e-01
1.049482481455887711e-01,3.545772246081019485e+00
8.718808907473050152e-01,2.670666178039188488e+00
5.398939424769693574e+00,6.356921604138839221e+00
-3.365201162012214642e-01,4.167405168720945241e+00
2.541417022636605960e+00,5.116428705199132843e+00
6.670960586489811384e+00,6.763806316327162449e+00
5.865238906045307843e+00,6.257347666611952519e+00
1.360212550231878481e+00,2.299261302897968928e+00
-1.368007187835185712e-01,2.708162589864395287e+00
3.159531289295693934e-01,3.814574732835667614e+00
4.144045919442111980e+00,-1.880389134675730656e-01
1.665866314692022065e+00,5.615721891969840840e+00
5.040090777919584042e+00,5.982677371364794716e+00
5.558722455874932855e+00,5.065123205413772922e+00
7.486441427031738094e-01,3.211250235101430928e+00
5.113706462992673174e+00,-1.106566422801166905e+00
5.652974585294263221e+00,5.749596349518681926e-02
1.518582185945001273e+00,2.699689041360929131e+00
4.898853355607479365e+00,1.280177250088277319e+00
6.343475459924583504e+00,6.012649232225289353e+00
3.651365812784853837e+00,-1.176687945484311548e+00
5.227011485973409144e+00,7.940996466545648946e-01
6.833062247842621950e+00,6.791246368464689098e+00
